article,project,views_ceil,rank,country,date,article_clean,query,summary,sentiment
Daftar_final_Kejuaraan_Eropa_UEFA,id.wikipedia,2500,18,id,2021-06-28 18:27:44.725419,daftar_final_kejuaraan_eropa_uefa,,,
List_of_Knowing_Bros_episodes,en.wikipedia,2500,19,id,2021-06-28 18:27:44.725419,list_of_knowing_bros_episodes,List of Knowing Bros episodes,"Knowing Bros (Korean: 아는 형님; RR: Aneun Hyeongnim), also known as Men on a Mission or Ask Us Anything, is a South Korean variety show, distributed by JTBC every Saturday. This show is classified as a reality television-variety show, where the cast members and guests gather in a classroom environment and discuss personal topics and further play various games. 
Knowing Bros first aired on December 5, 2015. As of June 26, 2021, 286 episodes of Knowing Bros have been aired.",-0.9642209410667419
Badai_Pasti_Berlalu_(sinetron_2021),id.wikipedia,2400,20,id,2021-06-28 18:27:44.725419,badai_pasti_berlalu_(sinetron_2021),,,
Song_Kang,id.wikipedia,2300,21,id,2021-06-28 18:27:44.725419,song_kang,Song Kang,"Song Kang (Korean: 송강; born April 23, 1994) is a South Korean actor. His notable lead roles in television series include Love Alarm (2019–21) and Sweet Home (2020).",0.9953837394714355
2021_Formula_One_World_Championship,en.wikipedia,2300,22,id,2021-06-28 18:27:44.725419,2021_formula_one_world_championship,2021 Formula One World Championship,"The 2021 FIA Formula One World Championship is a motor racing championship for Formula One cars which is the 72nd running of the Formula One World Championship. It is recognised by the Fédération Internationale de l'Automobile (FIA), the governing body of international motorsport, as the highest class of competition for open-wheel racing cars. The championship is being contested over twenty-three Grands Prix, which will be held around the world. Drivers and teams are scheduled to compete for the titles of World Drivers' Champion and World Constructors' Champion respectively.
Lewis Hamilton and Mercedes are the defending World Drivers' and World Constructors' champions respectively, having won the titles in 2020.",0.9984237551689148
Matt_Hancock,en.wikipedia,6600,4,ie,2021-06-28 18:27:44.725419,matt_hancock,Matt Hancock,"Matthew John David Hancock (born 2 October 1978) is a British politician who served as Secretary of State for Health and Social Care from 2018 to 2021. He previously served as Secretary of State for Digital, Culture, Media and Sport in 2018, for six months. A member of the Conservative Party, he has been Member of Parliament (MP) for West Suffolk since 2010.
Hancock was born in Cheshire, where his family runs a software business. Hancock studied for a BA in Philosophy, Politics and Economics (PPE) at Exeter College, Oxford, and an MPhil in Economics at Christ's College, Cambridge. He was an economist at the Bank of England before serving as a senior economic adviser and then later Chief of Staff to Shadow Chancellor of the Exchequer George Osborne.
Hancock served as a Junior Minister at the Department for Business, Innovation and Skills from September 2013 to May 2015 and was the United Kingdom Anti-Corruption Champion from 2014 to 2015. He attended David Cameron's Cabinet as Minister for the Cabinet Office from 2015 to 2016. After Theresa May became Prime Minister in 2016, Hancock was demoted to Minister of State for Digital and Culture. He was promoted to May's Cabinet in the January 2018 cabinet reshuffle when he was appointed Secretary of State for Digital, Culture, Media and Sport.On 9 July 2018, after the promotion of Jeremy Hunt to Foreign Secretary, Hancock was named as his replacement as Secretary of State for Health and Social Care. On 25 May 2019, he announced his intention to stand in the 2019 Conservative Party leadership election. He withdrew from the race on 14 June, shortly after the first ballot. After endorsing Boris Johnson, he was retained in his Cabinet in July 2019. He served as Health Secretary during the COVID-19 pandemic in the United Kingdom and subsequent rollout of the UK's vaccination programme. In June 2021, after it was revealed he had breached COVID-19 social distancing restrictions by kissing and embracing an aide, Gina Coladangelo, in his Whitehall office, Hancock resigned as Health Secretary and was succeeded by Sajid Javid.",0.6487215757369995
Thorgan_Hazard,en.wikipedia,6200,6,ie,2021-06-28 18:27:44.725419,thorgan_hazard,Thorgan Hazard,"Thorgan Ganael Francis Hazard (born 29 March 1993) is a Belgian professional footballer who plays as an attacking midfielder and winger for Bundesliga club Borussia Dortmund and the Belgium national team. He is the younger brother of Eden and older brother of Kylian Hazard.
He began his professional career at Lens in Ligue 1, and moved to Chelsea in 2012 shortly after they had signed his older brother. He never played a competitive match for Chelsea, being loaned for two years to Zulte Waregem, where he was awarded the Belgian Golden Shoe in January 2014, for the best footballer in the Belgian Pro League, and the prize for best professional football player in May 2014. He joined Borussia Mönchengladbach in 2014, initially on loan, and made over 100 appearances for the club before moving to Borussia Dortmund in 2019.
Having previously played at every level in the Belgian national youth team system, he was handed his first senior international cap against the United States in May 2013. He was part of the Belgian squad that came third at the 2018 FIFA World Cup.

",0.9821584224700928
Pagina_principale,it.wikipedia,5600,9,ie,2021-06-28 18:27:44.725419,pagina_principale,Mecha anime and manga,"Mecha anime and manga, known in Japan as robot anime (ロボットアニメ, robotto anime) and robot manga (ロボット漫画, robotto manga), are anime and manga that feature robots (mecha) in battle. The genre is broken down into two subcategories; ""super robot"", featuring super-sized, implausible robots, and ""real robot"", where robots are governed by realistic physics and technological limitations.
Mecha series cover a wide variety of genres, from action to comedy to drama, and the genre has expanded into other media, such as video game adaptations. Mecha has also contributed to the popularity of scale model robots.",0.9725816249847412
UEFA_Euro_2020,en.wikipedia,5400,10,ie,2021-06-28 18:27:44.725419,uefa_euro_2020,UEFA Euro 2020,"The 2020 UEFA European Football Championship, commonly referred to as UEFA Euro 2020, or simply Euro 2020, is the 16th UEFA European Championship, the quadrennial international men's football championship of Europe organised by the Union of European Football Associations (UEFA).The tournament, being held in 11 cities in 11 UEFA countries, was originally scheduled from 12 June to 12 July 2020, but was postponed due to the COVID-19 pandemic in Europe and rescheduled for 11 June to 11 July 2021. It retains the name UEFA Euro 2020. Portugal were the defending champions, having won the 2016 competition in France, but were eliminated in the round of 16 against Belgium. The video assistant referee (VAR) system makes its debut at the European Championship in this tournament.UEFA President Michel Platini said in 2012 that the tournament was to be hosted in several nations as a ""romantic"" one-off event to celebrate the 60th ""birthday"" of the European Championship competition. Having the largest capacity of any of the stadiums entered for the competition, Wembley Stadium in London is scheduled to host the semi-finals and final for the second time, having done so before at the 1996 tournament in the stadium's former incarnation. The Stadio Olimpico in Rome was chosen to host the opening game, involving Turkey and hosts Italy. Originally to be played at 13 venues, two hosts were later removed: Brussels in December 2017 due to the abandonment of building the Eurostadium, and Dublin in April 2021 as there was no guarantee that spectators could attend. Spain also changed their host city from Bilbao to Seville to allow an audience at matches.",-0.7214534282684326
Cristiano_Ronaldo,en.wikipedia,4900,13,ie,2021-06-28 18:27:44.725419,cristiano_ronaldo,Cristiano Ronaldo,"Cristiano Ronaldo dos Santos Aveiro GOIH ComM (Portuguese pronunciation: [kɾiʃˈtjɐnu ʁɔˈnaɫdu]; born 5 February 1985) is a Portuguese professional footballer who plays as a forward for Serie A club Juventus and captains the Portugal national team. Often considered the best player in the world and  widely regarded as one of the greatest players of all time, Ronaldo has won five Ballon d'Or awards and four European Golden Shoes, both of which are records for a European player. He has won 32 major trophies in his career, including seven league titles, five UEFA Champions Leagues, one UEFA European Championship, and one UEFA Nations League title. Ronaldo holds the records for the most international goals (109, tied with Ali Daei), the most goals in the Champions League (134) and the most goals in the European Championship (14). He is one of the few recorded players to have made over 1,100 professional career appearances and has scored over 780 official senior career goals for club and country.
Born and raised in Madeira, Ronaldo began his senior club career playing for Sporting CP, before signing with Manchester United in 2003, aged 18. After winning the FA Cup in his first season, he helped United win three successive Premier League titles, the Champions League, and the FIFA Club World Cup; at age 23, he won his first Ballon d'Or. In 2009, Ronaldo was the subject of the then-most expensive association football transfer when he signed for Real Madrid in a transfer worth €94 million (£80 million). There, he won 15 trophies, including two La Liga titles, two Copas del Rey, and four Champions League titles, and became the club's all-time top goalscorer. After joining Madrid, Ronaldo finished runner-up for the Ballon d'Or three times, behind Lionel Messi – his perceived career rival – before winning back-to-back Ballons d'Or from 2013–2014 and again from 2016–2017. After winning a third consecutive Champions League title in 2018, Ronaldo became the first player to win the trophy five times. In 2018, he signed for Juventus in a transfer worth an initial €100 million (£88 million), the highest fee ever paid by an Italian club and the highest ever paid for a player over 30 years old. He won two Serie A titles, two Supercoppa Italiana and a Coppa Italia in his first three seasons with the club.
Ronaldo made his senior international debut for Portugal in 2003 at age 18, and has since earned over 170 caps, including appearing and scoring in eleven major tournaments, becoming Portugal's most capped player and his country's all-time top goalscorer. He scored his first international goal at Euro 2004 where he helped Portugal reach the final and assumed full captaincy of the national team in July 2008. In 2015 Ronaldo was named the best Portuguese player of all time by the Portuguese Football Federation. The following year he led Portugal to their first triumph in a major tournament by winning Euro 2016, and received the Silver Boot as the second-highest goalscorer of the tournament.
One of the most marketable and famous athletes in the world, Ronaldo was ranked the world's highest-paid athlete by Forbes in 2016 and 2017 and the world's most famous athlete by ESPN from 2016 to 2019. Time included him on their list of the 100 most influential people in the world in 2014. He is the first footballer, as well as only the third sportsman, to earn $1 billion in their career.",
メインページ,ja.wikipedia,4900,14,ie,2021-06-28 18:27:44.725419,meinpezi,Japanese Wikipedia,"The Japanese Wikipedia (ウィキペディア日本語版, Wikipedia Nihongo-ban, literally ""Wikipedia: Japanese-language version"") is the Japanese-language edition of Wikipedia, a free, open-source online encyclopedia. Started on 11 May 2001, the edition attained the 200,000 article mark in April 2006 and the 500,000 article mark in June 2008. As of June 2021, it has over 1,276,000 articles with 15,134 active contributors, ranking fourth behind the English, Spanish and Russian editions.As of June 2020, it is the world's most visited language Wikipedia after the English Wikipedia.",0.9933414459228516
Eden_Hazard,en.wikipedia,3700,15,ie,2021-06-28 18:27:44.725419,eden_hazard,Eden Hazard,"Eden Michael Hazard (born 7 January 1991) is a Belgian professional footballer who plays as a winger or attacking midfielder for Spanish club Real Madrid and captains the Belgium national team. Known for his creativity, dribbling and passing, he is considered one of the best players of his generation.Hazard is the son of two former footballers and began his career in Belgium playing for local youth clubs. In 2005, he moved to France, where he began his senior career with Ligue 1 club Lille. Hazard spent two years in the club's academy and, at the age of 16, made his professional debut in November 2007. He became an integral part of the Lille team under manager Rudi Garcia. In his first full season, he became the first non-French player to win the Ligue 1 Young Player of the Year award, and the following season became the first player to win the award twice. In the 2010–11 season, he was a part of the Lille team that won the league and cup double and, as a result of his performances, was named the Ligue 1 Player of the Year, the youngest player to win the award.After making over 190 appearances and scoring 50 goals for Lille, Hazard signed for English club Chelsea in June 2012. He won the UEFA Europa League in his first season and the PFA Young Player of the Year in his second. In the 2014–15 season, Hazard helped Chelsea win the League Cup and Premier League, earning him the FWA Footballer of the Year and the PFA Players' Player of the Year awards. Two years later he won his second English league title as Chelsea won the 2016–17 Premier League. In 2018, he won the FA Cup, and was named in the FIFA FIFPro World XI. He won the Europa League again with Chelsea in June 2019, then joined Real Madrid in a transfer worth up to €150 million, winning La Liga during his injury-plagued debut season.
Having represented his country at various youth levels, Hazard made his senior debut for the Belgium national team in November 2008, aged 17, in a friendly match against Luxembourg. Nearly three years after his debut, Hazard scored his first international goal against Kazakhstan in October 2011. He has since earned over 100 caps, and was a member of the Belgian squad which reached the quarter-finals of the 2014 FIFA World Cup and the UEFA Euro 2016. At the 2018 FIFA World Cup, he captained Belgium to third place which was their best finish in history, receiving the Silver Ball as the second-best player of the tournament.",
Thomas_Vermaelen,en.wikipedia,3600,16,ie,2021-06-28 18:27:44.725419,thomas_vermaelen,Thomas Vermaelen,"Thomas Vermaelen (born 14 November 1985) is a Belgian professional footballer who plays as a centre-back for J1 League club Vissel Kobe and the Belgium national team. Being left-footed, he usually plays as a left-sided centre-back and can play at left-back as well. His key attributes include aerial ability, leadership skills, and his quickness with the ball at his feet. He is also known for his goalscoring ability as a defender. 
Vermaelen joined the Ajax youth academy in 2000 and won the 2003–04 Eredivisie title in his first season with the club. He had a loan spell with RKC Waalwijk before rejoining Ajax and winning the KNVB Cup and Johan Cruyff Shield. After Klaas-Jan Huntelaar's departure in 2009, he served as club captain for the remainder of the season. He joined Arsenal in 2009 and was included in the PFA Premier League Team of the Year for that season. Following Robin van Persie's transfer to Manchester United in August 2012, he was named club captain but found first team opportunities limited due to the success of Arsenal's new first-choice defensive partnership of Per Mertesacker and Laurent Koscielny. In August 2014, he completed a £15 million transfer to Barcelona in La Liga. In 2019, he joined Vissel Kobe.
Vermaelen made his international debut for Belgium in 2006, and took part at the 2008 Olympics, where Belgium came fourth, as well as the FIFA World Cup in 2014 and 2018 (where Belgium came third), and the UEFA European Championship in 2016 and 2020.

",0.975007951259613
Patrik_Schick,en.wikipedia,3500,17,ie,2021-06-28 18:27:44.725419,patrik_schick,Patrik Schick,"Patrik Schick (born 24 January 1996) is a Czech professional footballer who plays as a forward for Bundesliga club Bayer Leverkusen and the Czech Republic national team.

",0.9922667145729065
Заглавная_страница,ru.wikipedia,3500,18,ie,2021-06-28 18:27:44.725419,zaglavnaia_stranitsa,Sergei Witte,"Sergei Yulyevich Witte (Russian: Серге́й Ю́льевич Ви́тте, tr. Sergéy Yúl'yevich Vítte, IPA: [sʲɪrˈɡʲej ˈjʉlʲjɪvʲɪtɕ ˈvʲitʲːɪ]; 29 June [O.S. 17 June] 1849  – 13 March [O.S. 28 February] 1915), also known as Sergius Witte, was a Russian statesman who served as the first ""Prime Minister"" of the Russian Empire, replacing the Tsar as head of the government. Neither a liberal nor a conservative, he attracted foreign capital to boost Russia's industrialization. Witte's strategy was to avoid danger of wars.Witte served under the last two emperors of Russia, Alexander III (r. 1881–1894) and Nicholas II (r. 1894–1917). During the Russo-Turkish War (1877–78), he had risen to a position in which he controlled all the traffic passing to the front along the lines of the Odessa Railways. As Minister of Finance from 1892 to 1903 Witte presided over extensive industrialization and achieved government monopoly control over an expanded system of railroad lines.
Following months of civil unrest and outbreaks of violence in what became known as the 1905 Russian Revolution, Witte framed on the 17th the October Manifesto and the accompanying government communication to establish constitutional government. However, he was not convinced it would solve Russia's problems with the Tsarist autocracy. On 20 October 1905 Witte was appointed as the first Chairman of the Russian Council of Ministers (effectively Prime Minister). Assisted by his Council, he designed Russia's first constitution. But within a few months Witte fell into disgrace as a reformer because of continuing court opposition to these changes. He resigned  before the First Duma assembled on 10 May [O.S. 27 April] 1906.  Witte was fully confident that he had resolved the main problem: providing political stability to the regime, but according to him, the ""peasant problem"" would further determine the character of the Duma's activity.He is widely considered to have been one of the key figures in Russian politics at the end of 19th and at the beginning of the 20th century. Orlando Figes has described Witte  as the 'great reforming finance minister of the 1890s', 'one of Nicholas's most enlightened ministers', and as the architect of Russia's new parliamentary order in 1905.",
Death_of_Sophie_Toscan_du_Plantier,en.wikipedia,3500,19,ie,2021-06-28 18:27:44.725419,death_of_sophie_toscan_du_plantier,Death of Sophie Toscan du Plantier,"Sophie Toscan du Plantier, a 39 year old French television producer, was killed outside her holiday home near Toormore, Schull, County Cork, Ireland, on the night of 23 December 1996.
Ian Bailey was arrested twice by the Garda Síochána, but no charges were laid as the Director of Public Prosecutions  found there was insufficient evidence to proceed to trial. Bailey lost a libel case against six newspapers in 2003. He also lost a wrongful arrest case against the Gardaí, minister for Justice, and Attorney General in 2015.
In 2019, Bailey was convicted of murder by the Cour d'Assises de Paris and sentenced to 25 years in prison. He was tried in absentia in France after winning a legal battle against extradition.
In 2020, Ireland's High Court ruled that Bailey could not be extradited.",-0.9969100952148438
Renato_Sanches,en.wikipedia,3200,20,ie,2021-06-28 18:27:44.725419,renato_sanches,Renato Sanches,"Renato Júnior Luz Sanches ComM (Portuguese pronunciation: [ʁɨˈnatu ˈsɐ̃ʃɨʃ]; born 18 August 1997) is a Portuguese professional footballer who plays as a midfielder for Ligue 1 club Lille and the Portugal national team.
Sanches began his career at Benfica, making his professional debut for the reserves in October 2014 and for the first team in October 2015. In his first and only season with them, he helped Benfica win the Primeira Liga and Taça da Liga double, being awarded Primeira Liga Breakthrough Player and Golden Boy in the process.
Sanches' performances then attracted German side Bayern Munich, who signed him for an initial €35 million, the highest fee at the time for a Portuguese player playing in the Primeira Liga. His performances fell during his first season with the club, leading him to rarely play. He also could not integrate with the team and had to compete with more experienced players, so he was loaned out to Premier League side Swansea City to play more regularly. However, he did not improve and struggled with injuries.
After returning to Bayern for 2018–19 and playing more matches under manager Niko Kovač, he would only play three matches as a substitute in his final season with them. Shortly after, in August 2019, Sanches was signed by French side Lille for a reported fee of €25 million, becoming Lille's most expensive signing ever. He helped the side win its first Ligue 1 title for ten years in 2021.
Sanches  won 40 caps and scored 8 goals for Portugal at youth level. He made his full international debut in March 2016 and was chosen for UEFA Euro 2016 at age 18, making him the youngest Portuguese to play in an international tournament as well as the youngest player to win a UEFA Euro final. He scored one goal during the competition and won the Young Player of the Tournament as Portugal captured the title for the first time in their history.

",-0.5924769043922424
Romelu_Lukaku,en.wikipedia,3100,21,ie,2021-06-28 18:27:44.725419,romelu_lukaku,Romelu Lukaku,"Romelu Menama Lukaku Bolingoli (Dutch pronunciation: [ˈroːmeːlu luˈkaːku]; born 13 May 1993) is a Belgian professional footballer who plays as a striker for Serie A club Inter Milan and the Belgium national team.
Born in Antwerp, Lukaku began his professional career at Belgian Pro League club Anderlecht in 2009, where he made his senior debut, at age 16. He won the league's top goalscorer, the league championship and the Belgian Ebony Shoe there. He signed for English side Chelsea in 2011, but featured sparingly in his first season and joined West Bromwich Albion on loan in 2012. He helped them to an unexpected eighth-place finish in the 2012–13 season and ahead of the 2013–14 season, he joined Everton on loan. After helping Everton reach a club-record points tally, Lukaku joined the team in a permanent deal worth a club-record fee of £28 million in 2014. After being named in the 2016–17 PFA Team of the Year, Lukaku signed for Manchester United in 2017, for an initial fee of £75 million. After two seasons in Manchester Lukaku's relationship with the club deteriorated. He failed to return for pre-season training, was fined, and subsequently signed for Inter Milan in August 2019, for a reported club record €80 million; he won the Serie A title in his second season with the club and was named the league's Most Valuable Player.
A Belgian international, Lukaku has played 96 games for his country, and scored 63 goals, making him Belgium's all-time top goalscorer. Lukaku made his senior international debut for Belgium in 2010, at age 17, and has since represented his country at four major tournaments, including two FIFA World Cups and two UEFA European Championships. At the 2018 World Cup, Lukaku led Belgium to a third-place finish by finishing as the joint second-highest goalscorer, and won the Bronze Boot.",0.9964163899421692
Kylian_Hazard,en.wikipedia,2600,22,ie,2021-06-28 18:27:44.725419,kylian_hazard,Kylian Hazard,"Kylian Hazard (French pronunciation: ​[kiljan azaʁ]; born 5 August 1995) is a Belgian professional footballer who plays as an attacking midfielder for Cercle Brugge. He has two older brothers, Eden and Thorgan, and one younger, Ethan, all of whom are footballers.

",0.9822794795036316
Roberto_Martínez,en.wikipedia,2300,23,ie,2021-06-28 18:27:44.725419,roberto_martinez,Roberto Martínez,"Roberto Martínez Montoliu (Spanish pronunciation: [roˈβeɾto maɾˈtineθ montoˈliw]; born 13 July 1973) is a Spanish football coach and former professional player. Martínez is the manager of the Belgium national team.
Martínez played as a defensive midfielder and began his career at Real Zaragoza, with whom he won the Copa del Rey. He spent a year at lower league side CF Balaguer, before signing for English Third Division side Wigan Athletic. Becoming part of a small Spanish contingent at the club known as ""the three amigos"" alongside Jesús Seba and Isidro Díaz, he was a regular first team player for six years, the longest period of time he spent at one club. During his time there, he won the Football League Third Division and the Football League Trophy. He moved to Scottish side Motherwell, then to Walsall, before joining Swansea City in 2003. He became club captain and helped the team to win promotion to League One in 2005. He moved to Chester City in 2006, and was again chosen to be captain.
In 2007, he retired from playing to become manager of Swansea City, leading them to promotion from League One as champions. He then joined Wigan Athletic in 2009, helping the club avoid relegation for three consecutive seasons. In his fourth season Wigan were relegated, but won the FA Cup in 2013 for the first time in the club's history. At the end of that season he became manager of Everton. In May 2016, he was sacked as their manager, and became Belgium's head coach on 3 August 2016. He guided them to third place in 2018 FIFA World Cup, their best-ever position in the competition, as well as holding first place for Belgium in the FIFA World Rankings since 2018.

",0.9960730671882629
"Pepe_(footballer,_born_1983)",en.wikipedia,2100,24,ie,2021-06-28 18:27:44.725419,"pepe_(footballer,_born_1983)","Pepe (footballer, born 1983)","Kepler Laveran de Lima Ferreira ComM (born 26 February 1983), known as Pepe (Brazilian Portuguese: [ˈpɛpi]; European Portuguese: [-pɨ]), is a Portuguese professional footballer who plays as a centre back for Porto and the Portugal national team. 
During his professional career, Pepe played for Marítimo, Porto, Real Madrid, and Beşiktaş, with individual and team success with the middle two clubs. He won three La Liga titles, three UEFA Champions League titles, two Copa del Rey titles and played 334 games for Real Madrid. He has also won three Primeira Liga titles and two Taça de Portugal titles with Porto.
Born and raised in Brazil, Pepe opted to play for the Portugal national team, and has earned 118 caps since his debut in 2007. He played at three FIFA World Cups and four UEFA European Championships, and was a member of the team that won Euro 2016, also reaching the semi-finals of Euro 2012.

",0.9977547526359558
Sajid_Javid,en.wikipedia,1900,25,ie,2021-06-28 18:27:44.725419,sajid_javid,Sajid Javid,"Sajid Javid (; born 5 December 1969) is a British politician who has served as Secretary of State for Health and Social Care since June 2021. He served as Home Secretary from 2018 to 2019 and Chancellor of the Exchequer from 2019 to 2020. A member of the Conservative Party, he has been Member of Parliament (MP) for Bromsgrove since 2010.
Born in Rochdale, Lancashire, to a British Pakistani family, Javid was raised largely in Bristol. He studied Economics and Politics at the University of Exeter, where he joined the Conservative Party. Working in banking, he rose to become a Managing Director at Deutsche Bank. Switching to politics, he was elected to the House of Commons in 2010. Under the coalition government of Prime Minister David Cameron he served as a Junior Treasury Minister before being promoted to Cameron's Cabinet as Culture Secretary in the 2014 cabinet reshuffle. After the 2015 general election, Cameron promoted Javid to Business Secretary. Javid was a prominent supporter of the unsuccessful Britain Stronger in Europe campaign for the UK to remain in the European Union. Following the 2016 referendum vote to leave the European Union, he went on to serve under Cameron's successor as Prime Minister, Theresa May, as Communities Secretary from 2016 to 2018. After Amber Rudd resigned as a result of the Windrush scandal in 2018, Javid was appointed as her successor as Home Secretary, becoming the first British Asian and the first person of colour to hold one of the Great Offices of State.
After May's resignation, Javid stood for Leader of the Conservative Party in the 2019 leadership contest, finishing in fourth place. The successful candidate, Boris Johnson, subsequently appointed him Chancellor of the Exchequer in his first Cabinet. Javid resigned as Chancellor during the February 2020 cabinet reshuffle after refusing a demand from Johnson and his Chief Adviser, Dominic Cummings, that he dismiss his advisers. In June 2021, following the resignation of Matt Hancock, he was reappointed to Johnson's Cabinet as Health Secretary.",0.8634107112884521
Belgium_national_football_team,en.wikipedia,1900,26,ie,2021-06-28 18:27:44.725419,belgium_national_football_team,Belgium national football team,"The Belgium national football team officially represents Belgium in men's international football since their maiden match in 1904. The squad is under the global jurisdiction of FIFA and is governed in Europe by UEFA—both of which were co-founded by the Belgian team's supervising body, the Royal Belgian Football Association. Periods of regular Belgian representation at the highest international level, from 1920 to 1938, from 1982 to 2002 and again from 2014 onwards, have alternated with mostly unsuccessful qualification rounds. Most of Belgium's home matches are played at the King Baudouin Stadium in Brussels.
Belgium's national team have participated in three quadrennial major football competitions. It appeared in the end stages of thirteen FIFA World Cups and five UEFA European Championships, and featured at three Olympic football tournaments, including the 1920 Olympic tournament which they won. Other notable performances are victories over four reigning world champions—West Germany, Brazil, Argentina and France—between 1954 and 2002. Belgium has long-standing football rivalries with its Dutch and French counterparts, having played both teams nearly every year from 1905 to 1967. The squad has been known as the Red Devils since 1906; its fan club is named ""1895"".
During the national player career of forward Paul Van Himst, the most-praised Belgian footballer of the 20th century, Belgium took third place at UEFA Euro 1972. After that, they experienced two golden ages with many gifted players. In the first period, which lasted from the 1980s to the early 1990s, the team finished as runners-up at UEFA Euro 1980 and fourth in the 1986 World Cup. In the second, under guidance of Marc Wilmots and later Roberto Martínez in the 2010s, Belgium topped the FIFA World Rankings for the first time in November 2015 and finished third at the 2018 World Cup. To date, Belgium is the only national team in the world to top the FIFA ranking without having won a World Cup or a continental trophy.",0.9972166419029236
Frank_de_Boer,en.wikipedia,1800,27,ie,2021-06-28 18:27:44.725419,frank_de_boer,Frank de Boer,"Franciscus de Boer (Dutch pronunciation: [ˈfrɑŋg də ˈbuːr]; born 15 May 1970) is a Dutch football manager who is the head coach of the Netherlands national team. A former defender, De Boer spent most of his professional playing career with Ajax, winning five Eredivisie titles, two KNVB Cups, three Super Cups, one UEFA Cup, one UEFA Champions League, and one Intercontinental Cup. He later spent five years at Barcelona, where he won the 1998–99 La Liga title, followed by short spells at Galatasaray, Rangers, Al-Rayyan and Al-Shamal before retiring.
De Boer is the second-most capped outfield player in the history of the Netherlands national team, with 112 caps. He captained Oranje to the semi-finals of both the 1998 FIFA World Cup and UEFA Euro 2000. He is the twin brother of Ronald de Boer, with whom he was a teammate at Ajax, Barcelona, Rangers, Al-Rayyan, Al-Shamal and the Netherlands national team.
After retiring from playing, De Boer went into management with the Ajax youth team and as assistant to Bert van Marwijk with the Netherlands national team. In December 2010, he took over as manager of Ajax and went on to win the Eredivisie title in his first season. In 2013, he received the Rinus Michels Award for manager of the year in the Netherlands after leading Ajax to their third successive Eredivisie title. The following year, he became the first manager to win four consecutive Eredivisie titles. He then had brief spells managing in Serie A with Internazionale in 2016, Crystal Palace in the Premier League in 2017, and Atlanta United in MLS in 2019 and 2020, before becoming the current head coach of the Netherlands national team.

",0.9972349405288696
2021_All-Ireland_Senior_Hurling_Championship,en.wikipedia,1700,28,ie,2021-06-28 18:27:44.725419,2021_all-ireland_senior_hurling_championship,2021 All-Ireland Senior Hurling Championship,"The 2021 All-Ireland Senior Hurling Championship is the 134th staging of the All-Ireland Senior Hurling Championship, the Gaelic Athletic Association's premier inter-county hurling tournament, since its establishment in 1887.
Antrim, having won the 2020 Joe McDonagh Cup, returned to the Leinster Championship for the first time since the 2015 competition. Limerick will enter the championship as the defending champions and attempt to retain the title for the first time in their history.",0.9980157613754272
שבעה_עשר_בתמוז,he.wikipedia,31300,1,il,2021-06-28 18:27:44.725419,shb`h_`shr_btmvz,Seventeenth of Tammuz,The Seventeenth of Tammuz (Hebrew: שבעה עשר בתמוז‎ Shivah Asar b'Tammuz) is a Jewish fast day commemorating the breach of the walls of Jerusalem before the destruction of the Second Temple. It falls on the 17th day of the 4th Hebrew month of Tammuz and marks the beginning of the three-week mourning period leading up to Tisha B'Av.The day also traditionally commemorates the destruction of the two tablets of the Ten Commandments and other historical calamities that befell the Jewish people on the same date.,0.6176145672798157
עמוד_ראשי,he.wikipedia,22600,2,il,2021-06-28 18:27:44.725419,`mvd_rashy,Zionist youth movement,"A Zionist youth movement (Hebrew: תנועות הנוער היהודיות הציוניות‎ tnuot hanoar hayehudiot hatsioniot) is an organization formed for Jewish children and adolescents for educational, social, and ideological development, including a belief in Jewish nationalism as represented in the State of Israel. Youth leaders in modern youth movements use informal education approaches to educate toward the movement's ideological goals.",0.9835020899772644
מיוחד:חיפוש,he.wikipedia,13500,3,il,2021-06-28 18:27:44.725419,myvkhd:khypvsh,,,
עופר_ניסים,he.wikipedia,5700,6,il,2021-06-28 18:27:44.725419,`vpr_nysym,,,
ימי_בין_המצרים,he.wikipedia,5200,7,il,2021-06-28 18:27:44.725419,ymy_byn_hmtsrym,Jewish holidays,"Jewish holidays, also known as Jewish festivals or Yamim Tovim (Hebrew: ימים טובים‎, lit. 'Good Days', or singular יום טוב Yom Tov, in transliterated Hebrew [English: ]), are holidays observed in Judaism and by Jews throughout the Hebrew calendar. They include religious, cultural and national elements, derived from three sources: biblical mitzvot (""commandments""), rabbinic mandates, and the history of Judaism and the State of Israel.
Jewish holidays occur on the same dates every year in the Hebrew calendar, but the dates vary in the Gregorian. This is because the Hebrew calendar is a lunisolar calendar (based on the cycles of both the sun and moon), whereas the Gregorian is a solar calendar.",0.9099414944648743
קסיס,he.wikipedia,5000,8,il,2021-06-28 18:27:44.725419,qsys,Masaad Kassis,"Masaad Kassis (Arabic: مسعد قسيس‎, Hebrew: מסעד קסיס‎; born 1 November 1918, died 25 December 1989) was an Israeli Arab politician who served as a member of the Knesset for the Democratic List for Israeli Arabs between 1951 and 1959.",0.935951828956604
ענבי_שועל,he.wikipedia,4800,9,il,2021-06-28 18:27:44.725419,`nby_shv`l,,,
קרם_דה_קסיס,he.wikipedia,4500,10,il,2021-06-28 18:27:44.725419,qrm_dh_qsys,,,
אדן_אזאר,he.wikipedia,3500,11,il,2021-06-28 18:27:44.725419,adn_azar,,,
